width,height,brightness,contrast,laplacian,edge_density,fft_mean,fft_std,low_energy,high_energy,hf_ratio,horizontal_energy,vertical_energy,r_mean,g_mean,b_mean,r_std,g_std,b_std,h_mean,s_mean,v_mean,h_std,s_std,v_std,hog_mean,hog_std,hog_max,hog_min,reflection_score,moire_score,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_18,lbp_19,lbp_20,lbp_21,lbp_22,lbp_23,lbp_24,lbp_25,label,filename
1280,720,86.84335611979166,72.94051224246411,133.97421962639018,0.0288454861111111,7.793760805581405,0.988023010587362,10.290016018051336,7.731291956420496,0.7513391558715194,9.263871237452529,9.233347506005517,95.44065856933594,83.28713989257812,82.39949035644531,78.45390193036471,73.4662134899991,71.17969949861872,60.57179260253906,37.80137634277344,97.29914855957033,59.63563480711837,52.99309473449831,78.2860315203922,0.1198395212669511,0.1158286100758788,0.6852784840190752,0.0,0.0223708767361111,1910.5750504098833,0.0304107666015625,0.02056884765625,0.015594482421875,0.0124969482421875,0.0107879638671875,0.01025390625,0.0105743408203125,0.0141143798828125,0.016693115234375,0.0188446044921875,0.0265045166015625,0.0484771728515625,0.0715179443359375,0.0532989501953125,0.031890869140625,0.0276031494140625,0.0193328857421875,0.0177001953125,0.0126800537109375,0.0135040283203125,0.0132904052734375,0.016448974609375,0.0230255126953125,0.024993896484375,0.0774993896484375,0.3618927001953125,real,image_33.jpeg
899,1599,121.58520654942151,53.21232875265862,105.85021703290154,0.0200938990651136,7.761114792378669,0.901080228426318,10.00150887237808,7.705048874460766,0.7703886448610262,8.725282987360739,9.4841259528407,129.8235626220703,119.0436553955078,112.43524169921876,52.78754132034976,53.698300516555264,58.15488001066077,42.86932373046875,49.215484619140625,133.4679718017578,43.39177085246977,34.1366856562064,56.12069077598023,0.1285207418187884,0.1061140739652847,0.4936754298203585,0.0,0.0014031294586925,1723.5639083525166,0.03076171875,0.019561767578125,0.012908935546875,0.01214599609375,0.01153564453125,0.01275634765625,0.0120086669921875,0.0146026611328125,0.01715087890625,0.0233917236328125,0.0292816162109375,0.0450592041015625,0.061492919921875,0.0571746826171875,0.036834716796875,0.0314178466796875,0.0231781005859375,0.02398681640625,0.0162200927734375,0.0162200927734375,0.0169830322265625,0.0193328857421875,0.022308349609375,0.02081298828125,0.064056396484375,0.34881591796875,real,image_25.jpeg
1200,1600,115.58352083333334,63.08260229072988,113.8379400138539,0.0158182291666666,7.92105760331153,0.8714737088254467,9.770369608489084,7.874778524102883,0.8059857335592446,9.460183949012428,9.399261205680876,121.31808471679688,113.3148193359375,111.7568817138672,62.967793446896145,64.91159320929226,60.23313666501157,52.69789123535156,70.77291870117188,130.23776245117188,48.034012751894544,43.63807085873905,59.314634350776366,0.1240950352147527,0.1112573593315294,0.6646074014779649,0.0,0.0154197916666666,2652.614572431892,0.0312652587890625,0.0230255126953125,0.0128936767578125,0.0087738037109375,0.0085906982421875,0.00982666015625,0.0098876953125,0.0140380859375,0.0172119140625,0.0238189697265625,0.03143310546875,0.043975830078125,0.0598602294921875,0.0475006103515625,0.030792236328125,0.02520751953125,0.017120361328125,0.014923095703125,0.010101318359375,0.0100860595703125,0.009521484375,0.0118865966796875,0.017669677734375,0.026885986328125,0.0456390380859375,0.4380645751953125,real,image_48.jpeg
725,1600,128.3033120689655,53.400932657448706,724.985416301777,0.1423620689655172,8.079321125153424,0.8680686869882418,10.25814583958514,8.024795982149628,0.7822852296913059,8.921685516449784,9.33176882960893,129.51913452148438,128.1645050048828,124.9235382080078,52.94612521587537,52.88705205567851,52.63324125371132,30.831085205078125,15.970458984375,130.1541748046875,31.2419516279304,17.245688436892863,52.69721581672671,0.1336861706707678,0.0995278129101906,0.5540418654250285,0.0,0.0031163793103448,4316.306833879789,0.0616607666015625,0.0389556884765625,0.0119476318359375,0.0078277587890625,0.0058135986328125,0.0055999755859375,0.004669189453125,0.0055694580078125,0.0072784423828125,0.009735107421875,0.017181396484375,0.03533935546875,0.060577392578125,0.0466766357421875,0.0207366943359375,0.013702392578125,0.0091094970703125,0.0077667236328125,0.006439208984375,0.006744384765625,0.006927490234375,0.009613037109375,0.01458740234375,0.033935546875,0.0579681396484375,0.4936370849609375,real,image_6.jpeg
720,1600,127.73634635416668,54.39450398718591,1334.930271703511,0.0916987847222222,8.085113762111394,0.8867228435678762,10.162933104632817,8.033116281067315,0.7904328593387134,9.432657695720714,9.808599877744298,124.11784362792967,129.74716186523438,125.79544067382812,51.03960614534105,54.75373005074056,62.32198497123331,71.46250915527344,53.12628173828125,140.2657470703125,40.40644899113771,28.09339611396958,57.854628040185766,0.1266483363702664,0.1083419432410596,0.677224509509715,0.0,0.0009227430555555,3773.979420950403,0.0453643798828125,0.0351104736328125,0.017425537109375,0.01092529296875,0.0074920654296875,0.007659912109375,0.0065460205078125,0.0096588134765625,0.009552001953125,0.01165771484375,0.014007568359375,0.0230865478515625,0.034698486328125,0.0304412841796875,0.018524169921875,0.018310546875,0.0123748779296875,0.0153656005859375,0.0099639892578125,0.0106353759765625,0.01025390625,0.01507568359375,0.019927978515625,0.036376953125,0.090850830078125,0.4787139892578125,real,image_29.jpeg
900,1600,119.9469875,48.748715974057085,1183.3689097075442,0.2294430555555555,8.246849012255785,0.7354736353256744,9.744316837564648,8.209374842453261,0.8424782333001614,8.829927259440897,9.102210763773538,124.02899169921876,122.65275573730467,94.67970275878906,53.49889692300452,45.01191295392969,50.45658317095396,28.84263610839844,79.806884765625,129.72218322753906,11.982882756629827,37.16562552830975,48.639648237939,0.152957240490091,0.0661956218754617,0.358028715081153,0.0,0.0023368055555555,5943.8611326776445,0.0750732421875,0.0494232177734375,0.0196533203125,0.0099029541015625,0.0057220458984375,0.0048065185546875,0.0040740966796875,0.0042572021484375,0.00433349609375,0.0044097900390625,0.0055999755859375,0.0064544677734375,0.0062713623046875,0.0081329345703125,0.0045013427734375,0.0052337646484375,0.00323486328125,0.00323486328125,0.0030517578125,0.00384521484375,0.0051422119140625,0.008941650390625,0.0172576904296875,0.0466461181640625,0.075164794921875,0.615631103515625,real,image_13.jpeg
1200,1600,77.57173125,57.32188450469367,1046.6358585308983,0.1108828125,8.486831659874637,0.79922008012323,10.391038251996877,8.43917884225396,0.8121593463011828,9.05166049769759,9.421057093779348,92.4621124267578,71.05754089355469,72.33818054199219,66.73519126553799,62.004222850716985,57.761262649846174,92.51971435546876,144.83277893066406,113.9062042236328,59.750779218352655,58.5438889966593,63.520788491931455,0.1420905894873089,0.0871093689108765,0.3673999275432076,0.0,0.0184765625,8318.047476566397,0.0589752197265625,0.0349884033203125,0.0207977294921875,0.012176513671875,0.009490966796875,0.009033203125,0.0073394775390625,0.0084075927734375,0.009490966796875,0.0103302001953125,0.0149993896484375,0.0242919921875,0.039276123046875,0.0288543701171875,0.018096923828125,0.014404296875,0.012298583984375,0.0113067626953125,0.0099334716796875,0.0113983154296875,0.011749267578125,0.0149078369140625,0.0203704833984375,0.0340118408203125,0.0620880126953125,0.4909820556640625,real,image_44.jpeg
1200,1600,112.37467916666668,77.62563404129935,690.4524971294268,0.0460838541666666,8.313736398403869,0.8294952792471364,9.866167086959196,8.274886781573155,0.8387134233843979,9.466595926932394,9.316946698507415,114.72393798828124,111.420654296875,110.88548278808594,77.51632355954457,77.29396434699309,76.59487094176458,58.081329345703125,19.97572326660156,115.71803283691406,62.5493199586742,15.103215632176305,77.43135373053369,0.1248562281737782,0.1104024458797706,0.6041893118842557,0.0,0.0750067708333333,5619.164167931071,0.0420684814453125,0.02935791015625,0.017669677734375,0.013458251953125,0.0113067626953125,0.011871337890625,0.010711669921875,0.0124053955078125,0.0134735107421875,0.0164794921875,0.0219573974609375,0.0359649658203125,0.048614501953125,0.0433502197265625,0.0255889892578125,0.0211181640625,0.0120086669921875,0.0101318359375,0.006866455078125,0.0077667236328125,0.0107421875,0.0142364501953125,0.0225067138671875,0.0345611572265625,0.0594482421875,0.4463348388671875,real,image_45.jpeg
1600,725,119.57656034482758,67.79828707196747,2582.855756844444,0.1801474137931034,8.384215811636146,0.8588991041924977,10.239990554619878,8.337775002252169,0.8142365903206941,9.67646024048489,9.655679244040524,127.37179565429688,116.1370086669922,115.53327941894533,67.85235305870616,66.76254975138976,65.09831823673147,74.59228515625,39.67207336425781,128.7579803466797,67.84896141605297,34.28753021020452,67.15757104184199,0.139398718422543,0.0913552137217153,0.5560335029101304,0.0,0.047678448275862,6512.198690070771,0.056243896484375,0.03558349609375,0.016326904296875,0.0106964111328125,0.0068511962890625,0.0060882568359375,0.0056610107421875,0.007568359375,0.009368896484375,0.0109710693359375,0.01568603515625,0.0314178466796875,0.055206298828125,0.04193115234375,0.019439697265625,0.0167236328125,0.009735107421875,0.011749267578125,0.006378173828125,0.00732421875,0.0075836181640625,0.0119781494140625,0.018096923828125,0.0376739501953125,0.07598876953125,0.4677276611328125,real,image_12.jpeg
899,1599,129.24381965647328,27.89535815839681,15.194131208811232,0.0070302559789523,7.126525583587607,0.958887753170658,9.59867810750759,7.064659904810831,0.7360034182128875,8.1154430775342,8.873144716955128,140.09619140625,124.93513488769533,122.06700134277344,28.94579105367703,33.34279613521919,28.997312433639753,87.2249755859375,43.211395263671875,144.35719299316406,56.91390552047958,42.606128858869816,28.553452935118074,0.137620191017754,0.0940130884270829,0.6588100818395137,0.0,4.939126998868175e-05,455.8843287490308,0.061553955078125,0.0353851318359375,0.020965576171875,0.013275146484375,0.0100860595703125,0.0083160400390625,0.0073699951171875,0.008026123046875,0.009124755859375,0.0102691650390625,0.0129852294921875,0.025665283203125,0.0381317138671875,0.027313232421875,0.013916015625,0.0130767822265625,0.0090484619140625,0.0091705322265625,0.0063934326171875,0.009063720703125,0.0098876953125,0.0139923095703125,0.021148681640625,0.0319671630859375,0.065185546875,0.5086822509765625,real,image_28.jpeg
